,list_price,property_id,price_reduced_amount,description.year_built,description.sold_price,description.lot_sqft,description.sqft,description.stories,description.beds,description.type,location.address.state,location.address.state_code,basement,big_lot,big_yard,carport,central_air,central_heat,city_view,community_outdoor_space,community_security_features,community_swimming_pool,corner_lot,dining_room,dishwasher,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,laundry_room,modern_kitchen,new_roof,open_floor_plan,park,ranch,recreation_facilities,rental_property,shopping,single_story,trails,two_or_more_stories,updated_kitchen,view,views,washer_dryer,mean,median,std
2613,849000.0,1014428437,,1997.0,820000,11761.0,2833.0,2.0,5.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2614,299000.0,2968162484,,1972.0,295000,1307.0,1040.0,2.0,2.0,condos,Nevada,NV,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2615,515000.0,2892475354,,1974.0,500000,6098.0,1391.0,2.0,4.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2616,449900.0,1851229398,15100.0,1973.0,440000,7405.0,1956.0,1.0,3.0,single_family,Nevada,NV,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2617,391000.0,1424055677,,1971.0,424099,15682.0,1186.0,1.0,3.0,single_family,Nevada,NV,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,510592.35714285700,435000.0,263533.0644185080
2618,440000.0,2276832355,,1976.0,435000,6970.0,1428.0,1.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2619,465000.0,2683189821,,1964.0,465000,9583.0,1721.0,1.0,3.0,single_family,Nevada,NV,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,510592.35714285700,435000.0,263533.0644185080
2620,719000.0,1095930612,38000.0,2000.0,700000,9583.0,2713.0,2.0,4.0,single_family,Nevada,NV,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,510592.35714285700,435000.0,263533.0644185080
2621,349900.0,1693696293,,1970.0,370000,7405.0,1092.0,1.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2622,710000.0,2601504618,15000.0,1996.0,705000,10454.0,2174.0,1.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,510592.35714285700,435000.0,263533.0644185080
2623,445000.0,2070714427,4000.0,1977.0,425000,6970.0,1847.0,1.0,4.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2624,1325000.0,1840285103,,2017.0,1285000,50965.0,2573.0,2.0,3.0,single_family,Nevada,NV,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,510592.35714285700,435000.0,263533.0644185080
2625,2350000.0,9481871892,,1975.0,1500000,871200.0,3060.0,2.0,4.0,single_family,Nevada,NV,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,510592.35714285700,435000.0,263533.0644185080
2626,429000.0,9153561489,,2021.0,429000,1742.0,1460.0,2.0,3.0,townhomes,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,510592.35714285700,435000.0,263533.0644185080
2627,950000.0,9522053165,,,822500,20909.0,,,,land,Nevada,NV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,510592.35714285700,435000.0,263533.0644185080
2628,329000.0,1981463901,,,325000,124146.0,,,,land,Nevada,NV,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2629,689900.0,1319576771,,1994.0,689900,53143.0,2433.0,1.0,4.0,single_family,Nevada,NV,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2630,375000.0,2290936032,,1992.0,365000,34848.0,1227.0,1.0,2.0,condos,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,510592.35714285700,435000.0,263533.0644185080
2631,385000.0,2410748299,22500.0,2002.0,385000,2614.0,1260.0,2.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,510592.35714285700,435000.0,263533.0644185080
2632,875000.0,1081764143,,1972.0,800000,43996.0,2029.0,2.0,3.0,single_family,Nevada,NV,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2633,649000.0,2836926875,20000.0,1971.0,575000,72745.0,1872.0,1.0,3.0,single_family,Nevada,NV,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,510592.35714285700,435000.0,263533.0644185080
2634,415000.0,9371628331,,2021.0,405000,1742.0,1140.0,2.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2635,189000.0,1699966937,,,157000,43560.0,,,,land,Nevada,NV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2636,375000.0,1012598554,,1971.0,375000,6534.0,1056.0,1.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2637,388000.0,1145712500,,1997.0,385000,6970.0,1813.0,1.0,4.0,mobile,Nevada,NV,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,510592.35714285700,435000.0,263533.0644185080
2638,364900.0,2678310428,,1989.0,358000,6098.0,1620.0,1.0,3.0,mobile,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2639,565000.0,2870588874,,1993.0,560000,6534.0,2573.0,2.0,4.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,510592.35714285700,435000.0,263533.0644185080
2640,699900.0,2727107811,50000.0,1975.0,650000,61855.0,3182.0,1.0,6.0,single_family,Nevada,NV,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,510592.35714285700,435000.0,263533.0644185080
2641,375000.0,1225907586,23000.0,1946.0,345000,6098.0,1068.0,1.0,2.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2642,415000.0,9153959538,10000.0,2020.0,415000,1307.0,1518.0,2.0,3.0,townhomes,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2643,785000.0,2650396128,,2001.0,826000,10454.0,2543.0,1.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,510592.35714285700,435000.0,263533.0644185080
2644,410000.0,1590965981,,1976.0,400000,7841.0,1361.0,1.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,510592.35714285700,435000.0,263533.0644185080
2645,474400.0,1489826213,10600.0,1971.0,465000,6970.0,1867.0,1.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,510592.35714285700,435000.0,263533.0644185080
2646,449000.0,1568021533,,1965.0,440000,7841.0,1669.0,1.0,4.0,single_family,Nevada,NV,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2647,505000.0,2871361125,,2007.0,490000,3920.0,1615.0,1.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,510592.35714285700,435000.0,263533.0644185080
2648,75000.0,1653411809,,,50000,3920.0,,,,land,Nevada,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2649,324900.0,1371021166,,1934.0,250000,8276.0,660.0,1.0,2.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2650,499999.0,1496394281,,1930.0,505000,4792.0,1577.0,2.0,4.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2651,525000.0,2839975681,,2005.0,515000,6098.0,1848.0,1.0,3.0,single_family,Nevada,NV,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,510592.35714285700,435000.0,263533.0644185080
2652,349900.0,1031589143,25000.0,1934.0,300000,16117.0,1308.0,1.0,2.0,single_family,Nevada,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,510592.35714285700,435000.0,263533.0644185080
2653,,9291003749,,1966.0,1048000,,799.0,1.0,3.0,single_family,Hawaii,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046000.0,1074000.0,85219.71602862800
2654,,9233144971,,1961.0,1100000,,2944.0,1.0,3.0,single_family,Hawaii,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046000.0,1074000.0,85219.71602862800
2655,295000.0,5712337762,,1952.0,295000,8472.0,1481.0,1.0,4.0,single_family,Virginia,VA,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2656,320000.0,5709749812,9000.0,1972.0,320000,175011.0,1379.0,2.0,2.0,condos,Virginia,VA,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,461068.25190839700,441000.0,256767.82838388200
2657,224950.0,5686912424,,2001.0,245000,8276.0,1002.0,1.0,3.0,single_family,Virginia,VA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2658,295000.0,6222411942,,1995.0,315000,3027.0,1788.0,3.0,3.0,townhomes,Virginia,VA,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,327202.8985507250,340000.0,106769.85690922300
2659,279000.0,6995000718,,1980.0,279000,8590.0,1056.0,1.0,3.0,single_family,Virginia,VA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,327202.8985507250,340000.0,106769.85690922300
2660,399000.0,6021225010,,1951.0,441000,6882.0,1225.0,1.0,2.0,single_family,Virginia,VA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,461068.25190839700,441000.0,256767.82838388200
2661,325000.0,5383284565,,1924.0,315000,5075.0,1236.0,2.0,3.0,single_family,Virginia,VA,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2662,225000.0,5115561662,,1956.0,240000,13464.0,1341.0,1.0,3.0,single_family,Virginia,VA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,327202.8985507250,340000.0,106769.85690922300
2663,185000.0,5519424144,,,155000,131116.0,,,,land,Virginia,VA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327202.8985507250,340000.0,106769.85690922300
2664,310000.0,6579453787,10000.0,1944.0,306000,39640.0,1332.0,1.0,3.0,single_family,Virginia,VA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2665,495000.0,6563723524,30000.0,2004.0,515000,17860.0,3616.0,2.0,4.0,single_family,Virginia,VA,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,461068.25190839700,441000.0,256767.82838388200
2666,172000.0,6058401380,,1920.0,102000,2662.0,1343.0,2.0,3.0,single_family,Virginia,VA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2667,280000.0,5465583510,,1922.0,288000,11539.0,1292.0,1.0,3.0,single_family,Virginia,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2668,114500.0,5087432173,,,159000,7087.0,,,,land,Virginia,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,327202.8985507250,340000.0,106769.85690922300
2669,524950.0,5401993291,,1910.0,524950,2749.0,2000.0,2.0,3.0,single_family,Virginia,VA,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,461068.25190839700,441000.0,256767.82838388200
2670,545900.0,5731415112,14050.0,2013.0,545900,3485.0,2640.0,2.0,4.0,townhomes,Virginia,VA,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,327202.8985507250,340000.0,106769.85690922300
2671,170000.0,5888211489,,1954.0,120000,7754.0,864.0,1.0,3.0,single_family,Virginia,VA,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120000.0,120000.0,0.0
2672,349500.0,5537355269,,1950.0,389500,7841.0,1431.0,1.0,4.0,single_family,Virginia,VA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,327202.8985507250,340000.0,106769.85690922300
2673,165000.0,5966603991,,1964.0,160000,7501.0,1288.0,1.0,3.0,single_family,Virginia,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2674,179900.0,6272416539,,1958.0,292500,19741.0,1503.0,1.0,3.0,single_family,Virginia,VA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,461068.25190839700,441000.0,256767.82838388200
2675,475000.0,6386940007,,2013.0,485000,2810.0,2135.0,2.0,3.0,townhomes,Virginia,VA,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2676,625000.0,5755272500,,1940.0,705000,7349.0,1775.0,2.0,3.0,single_family,Virginia,VA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2677,325000.0,6665149008,,1986.0,332000,11282.0,1788.0,2.0,4.0,single_family,Virginia,VA,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,332000.0,332000.0,0.0
2678,375000.0,6693313134,,1959.0,371500,25670.0,1477.0,1.0,3.0,single_family,Virginia,VA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,461068.25190839700,441000.0,256767.82838388200
2679,625000.0,6636764955,20000.0,1958.0,555000,6499.0,2004.0,2.0,4.0,single_family,Virginia,VA,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,461068.25190839700,441000.0,256767.82838388200
2680,1250000.0,5099460146,,1940.0,1410000,8451.0,3359.0,2.0,4.0,single_family,Virginia,VA,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2681,375000.0,6310233950,,1963.0,375000,11757.0,1448.0,1.0,4.0,single_family,Virginia,VA,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,327202.8985507250,340000.0,106769.85690922300
2682,239900.0,5185722059,19600.0,1954.0,239900,14810.0,1292.0,1.0,3.0,single_family,Virginia,VA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,327202.8985507250,340000.0,106769.85690922300
2683,299000.0,5158523516,,1900.0,299000,1520.0,1560.0,2.0,3.0,single_family,Virginia,VA,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,461068.25190839700,441000.0,256767.82838388200
2684,325000.0,5842608828,,1969.0,330000,66777.0,1378.0,1.0,3.0,single_family,Virginia,VA,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,327202.8985507250,340000.0,106769.85690922300
2685,775000.0,5588033099,,1925.0,759000,2814.0,2885.0,2.0,4.0,single_family,Virginia,VA,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,461068.25190839700,441000.0,256767.82838388200
2686,475000.0,9425498739,,1919.0,505000,2322.0,2313.0,2.0,3.0,townhomes,Virginia,VA,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,461068.25190839700,441000.0,256767.82838388200
2687,580000.0,5139844902,19950.0,1940.0,575000,18731.0,2470.0,2.0,3.0,single_family,Virginia,VA,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,461068.25190839700,441000.0,256767.82838388200
2688,450000.0,6634350892,,1950.0,450000,21371.0,1536.0,2.0,3.0,single_family,Virginia,VA,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2689,340000.0,5234923926,10000.0,2009.0,340000,12031.0,2056.0,2.0,6.0,single_family,Virginia,VA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,327202.8985507250,340000.0,106769.85690922300
2690,449950.0,5787029564,,1989.0,475000,14331.0,1884.0,2.0,4.0,single_family,Virginia,VA,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,327202.8985507250,340000.0,106769.85690922300
2691,750000.0,5924166673,,1900.0,730000,4090.0,2535.0,2.0,3.0,single_family,Virginia,VA,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2692,335000.0,5416057256,,2006.0,340000,37292.0,1728.0,2.0,4.0,single_family,Virginia,VA,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,327202.8985507250,340000.0,106769.85690922300
2693,349900.0,5948587238,,1965.0,376500,20835.0,2416.0,2.0,4.0,single_family,Virginia,VA,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
2694,399900.0,5106533154,,1987.0,387900,12580.0,2416.0,2.0,4.0,single_family,Virginia,VA,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,327202.8985507250,340000.0,106769.85690922300
2695,699000.0,6859676372,,1910.0,699000,,2379.0,3.0,3.0,single_family,Virginia,VA,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,461068.25190839700,441000.0,256767.82838388200
2696,225000.0,5435818171,,1945.0,239000,6251.0,783.0,1.0,2.0,single_family,Virginia,VA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,461068.25190839700,441000.0,256767.82838388200
